DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
222111746,07/15/2022 12:00:00 AM,07/15/2022 12:00:00 AM,1600,21,Topanga,2185,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,0913 2000 1241 1813 0408 0416 0429,36,F,O,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,22100    VENTURA                      BL,,34.1686,-118.6086
200912467,07/17/2020 12:00:00 AM,07/17/2020 12:00:00 AM,1000,9,Van Nuys,952,1,648,ARSON,1501,0,X,X,101.0,STREET,,,IC,Invest Cont,648.0,,,,BURBANK,VAN NUYS,34.1721,-118.4487
230707188,03/15/2023 12:00:00 AM,03/15/2023 12:00:00 AM,1120,7,Wilshire,785,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0431 0913,21,F,B,503.0,HOTEL,512.0,MACE/PEPPER SPRAY,AO,Adult Other,230.0,,,,2100 S  WEST VIEW                    ST,,34.0372,-118.3423
201904316,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,19,Mission,1907,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,12900    MACLAY                       ST,,34.3033,-118.414
241105236,02/02/2024 12:00:00 AM,02/01/2024 12:00:00 AM,1319,11,Northeast,1124,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,33,H,F,239.0,MEDICAL MARIJUANA FACILITIES/BUSINESSES,,,IC,Invest Cont,341.0,,,,SAN FERNANDO                 RD,ROSSLYN                      ST,34.1209,-118.2519
230120444,09/23/2023 12:00:00 AM,09/22/2023 12:00:00 AM,2355,1,Central,157,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0400 0411,44,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,,,,700 E  6TH                          ST,,34.0412,-118.2436
222000615,03/17/2022 12:00:00 AM,03/17/2022 12:00:00 AM,1800,20,Olympic,2093,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0416 0445 1402 1822 0361 0603 2021,36,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230.0,998.0,,,1900    CORDOVA                      ST,,34.0391,-118.3003
221707270,04/03/2022 12:00:00 AM,04/03/2022 12:00:00 AM,2215,17,Devonshire,1781,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1822,70,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,20900    PARTHENIA                    ST,,34.2332,-118.5829
211411025,05/06/2021 12:00:00 AM,05/05/2021 12:00:00 AM,1840,14,Pacific,1441,1,310,BURGLARY,0344 1609,0,X,X,203.0,OTHER BUSINESS,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont,310.0,,,,500    WASHINGTON                   BL,,33.9826,-118.4611
200614877,09/03/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1601,6,Hollywood,645,1,310,BURGLARY,0344 1822,0,X,X,203.0,OTHER BUSINESS,,,AO,Adult Other,310.0,,,,6800    HOLLYWOOD                    BL,,34.1016,-118.3387
201422026,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,2000,14,Pacific,1403,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000 0913 1814,25,M,H,726.0,POLICE FACILITY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,405 FWY,10 FWY,34.0301,-118.4272
221817147,09/09/2022 12:00:00 AM,09/09/2022 12:00:00 AM,200,18,Southeast,1871,1,520,VEHICLE - ATTEMPT STOLEN,1822 0329 1606 1300,29,F,W,101.0,STREET,,,IC,Invest Cont,520.0,,,,800 W  146TH                        ST,,33.8996,-118.2894
230115832,07/11/2023 12:00:00 AM,07/11/2023 12:00:00 AM,830,1,Central,162,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,800 S  FLOWER                       ST,,34.0473,-118.2601
221309685,04/15/2022 12:00:00 AM,04/15/2022 12:00:00 AM,900,13,Newton,1361,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,28,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,4400 S  MAIN                         ST,,33.9998,-118.2774
201705041,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,35,17,Devonshire,1745,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,22,M,H,210.0,RESTAURANT/FAST FOOD,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,18000    CHATSWORTH                   ST,,34.2647,-118.5253
211506602,03/09/2021 12:00:00 AM,01/25/2021 12:00:00 AM,1200,15,N Hollywood,1566,2,354,THEFT OF IDENTITY,0377,25,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,10700    ACAMA                        ST,,34.1497,-118.3694
230814710,09/20/2023 12:00:00 AM,09/20/2023 12:00:00 AM,1000,8,West LA,857,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,108.0,PARKING LOT,,,IC,Invest Cont,420.0,,,,9000    ALCOTT                       ST,,34.0531,-118.3941
230211135,05/23/2023 12:00:00 AM,05/22/2023 12:00:00 AM,2050,2,Rampart,236,1,761,BRANDISH WEAPON,1822 0421,29,M,H,203.0,OTHER BUSINESS,102.0,HAND GUN,IC,Invest Cont,761.0,,,,100 S  ALVARADO                     ST,,34.0667,-118.2703
240206760,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1505,2,Rampart,256,1,441,THEFT PLAIN - ATTEMPT,0329 1822 1309,0,X,X,101.0,STREET,,,IC,Invest Cont,441.0,,,,1600 W  6TH                          ST,,34.057,-118.2691
241605548,02/21/2024 12:00:00 AM,02/16/2024 12:00:00 AM,1900,16,Foothill,1611,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,13400    VAUGHN                       ST,,34.2802,-118.4244
231310109,05/02/2023 12:00:00 AM,05/02/2023 12:00:00 AM,1630,13,Newton,1322,2,946,OTHER MISCELLANEOUS CRIME,0603,46,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,946.0,,,,2600    TRINITY                      ST,,34.0224,-118.2633
221109337,05/18/2022 12:00:00 AM,05/18/2022 12:00:00 AM,930,11,Northeast,1124,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,72,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,FLETCHER,AVENUE 32,34.1165,-118.2435
220710202,06/08/2022 12:00:00 AM,06/07/2022 12:00:00 AM,1219,7,Wilshire,762,2,354,THEFT OF IDENTITY,1501,56,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1400 S  POINT VIEW                   ST,,34.0522,-118.37
221409311,04/16/2022 12:00:00 AM,04/16/2022 12:00:00 AM,1700,14,Pacific,1412,1,210,ROBBERY,0344 1420 1822 1318 0340,28,M,W,117.0,BEACH,102.0,HAND GUN,IC,Invest Cont,210.0,,,,00    BREEZE                       AV,,33.9905,-118.4757
220913210,08/30/2022 12:00:00 AM,08/29/2022 12:00:00 AM,2140,9,Van Nuys,943,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0325 2004,26,M,H,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,440.0,,,,5900    HAZELTINE                    AV,,34.1747,-118.4442
220315672,08/23/2022 12:00:00 AM,08/22/2022 12:00:00 AM,1057,3,Southwest,321,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344 1822,21,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,3500    LA CIENEGA                   BL,,34.0242,-118.3722
230317301,09/26/2023 12:00:00 AM,09/22/2023 12:00:00 AM,1300,3,Southwest,351,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0104 0344 1300 1822,22,X,X,203.0,OTHER BUSINESS,,,AO,Adult Other,668.0,,,,5000    OBAMA                        BL,,34.023,-118.351
230111944,05/07/2023 12:00:00 AM,05/06/2023 12:00:00 AM,1900,1,Central,111,1,330,BURGLARY FROM VEHICLE,1822 1609 0358 0344 1307,47,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,900 N  HILL                         ST,,34.0644,-118.2387
221410804,05/10/2022 12:00:00 AM,05/10/2022 12:00:00 AM,1045,14,Pacific,1412,1,480,BIKE - STOLEN,0344,41,F,W,146.0,PATIO*,,,IC,Invest Cont,480.0,,,,00    WAVECREST                    AV,,33.9897,-118.4756
220515892,11/11/2022 12:00:00 AM,11/11/2022 12:00:00 AM,1415,5,Harbor,557,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1236 0334 0445 0917,37,F,H,248.0,CELL PHONE STORE,302.0,BLUNT INSTRUMENT,IC,Invest Cont,230.0,,,,400 S  GAFFEY                       ST,,33.7406,-118.2923
201306130,02/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1200,13,Newton,1361,2,813,CHILD ANNOYING (17YRS & UNDER),1906 1258 1251 0913 1402,12,F,H,504.0,OTHER RESIDENCE,511.0,VERBAL THREAT,AA,Adult Arrest,813.0,998.0,,,100 W  45TH                         ST,,34.0029,-118.2784
231220483,09/29/2023 12:00:00 AM,09/29/2023 12:00:00 AM,1245,12,77th Street,1208,2,624,BATTERY - SIMPLE ASSAULT,0913 0602 0416 0446 0914 0429,49,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624.0,,,,4800 S  FIGUEROA                     ST,,33.9997,-118.2849
202105888,02/11/2020 12:00:00 AM,02/11/2020 12:00:00 AM,650,21,Topanga,2177,1,310,BURGLARY,0321 1606 0344,65,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,5600    MASON                        AV,,34.1718,-118.5798
210710753,07/10/2021 12:00:00 AM,07/10/2021 12:00:00 AM,1725,7,Wilshire,722,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440.0,,,,100 N  CROFT                        AV,,34.0745,-118.3742
231417438,09/19/2023 12:00:00 AM,09/19/2023 12:00:00 AM,530,14,Pacific,1465,2,901,VIOLATION OF RESTRAINING ORDER,0329 1300,58,F,H,104.0,DRIVEWAY,,,AA,Adult Arrest,901.0,,,,11900    CULVER                       DR,,33.9904,-118.41
210805312,02/02/2021 12:00:00 AM,12/16/2020 12:00:00 AM,800,8,West LA,809,2,354,THEFT OF IDENTITY,0100,56,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,9400    CHEROKEE                     LN,,34.1114,-118.4056
231005838,02/15/2023 12:00:00 AM,02/13/2023 12:00:00 AM,1317,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0352 0216 1822 0325,30,M,H,406.0,OTHER STORE,,,IC,Invest Cont,442.0,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
221218873,09/02/2022 12:00:00 AM,09/02/2022 12:00:00 AM,1000,12,77th Street,1218,1,761,BRANDISH WEAPON,0913 0561 0421 0334 0416 0445 0447,49,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AA,Adult Arrest,761.0,930.0,,,600 W  53RD                         ST,,33.9942,-118.2842
201419258,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,100,14,Pacific,1409,2,888,TRESPASSING,2004 1501,0,X,X,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,,,,9800    TOBAR                        ST,,34.0272,-118.3961
241504954,01/19/2024 12:00:00 AM,01/19/2024 12:00:00 AM,1140,15,N Hollywood,1548,2,624,BATTERY - SIMPLE ASSAULT,0394 0400 1236 0446,35,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,11000    CHANDLER                     BL,,34.1681,-118.3704
211905786,02/19/2021 12:00:00 AM,02/19/2021 12:00:00 AM,1743,19,Mission,1985,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,46,F,F,404.0,DEPARTMENT STORE,,,IC,Invest Cont,341.0,,,,8300    VAN NUYS                     BL,,34.2215,-118.4488
231106067,02/23/2023 12:00:00 AM,02/23/2023 12:00:00 AM,330,11,Northeast,1149,1,330,BURGLARY FROM VEHICLE,1822 0344 0358 1609,37,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330.0,,,,100 S  AVE 55,,34.108,-118.1961
210111055,05/30/2021 12:00:00 AM,05/29/2021 12:00:00 AM,2221,1,Central,162,1,310,BURGLARY,1606 0344 1822,0,M,W,404.0,DEPARTMENT STORE,,,IC,Invest Cont,310.0,,,,700 W  7TH                          ST,,34.048,-118.2577
221315858,08/11/2022 12:00:00 AM,08/11/2022 12:00:00 AM,900,13,Newton,1313,2,624,BATTERY - SIMPLE ASSAULT,2021 1218 0416,33,F,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1200 E  WASHINGTON                   BL,,34.0249,-118.2516
231909168,05/12/2023 12:00:00 AM,05/12/2023 12:00:00 AM,1755,19,Mission,1902,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0334 1906 0913 1814 2000 0906,37,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,14800    ARARAT                       ST,,34.3205,-118.456
221609120,06/03/2022 12:00:00 AM,06/01/2022 12:00:00 AM,1800,16,Foothill,1698,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553,9,F,H,501.0,SINGLE FAMILY DWELLING,301.0,BELT FLAILING INSTRUMENT/CHAIN,IC,Invest Cont,627.0,,,,10300    LORNE                        ST,,34.2164,-118.3552
210707346,04/02/2021 12:00:00 AM,04/02/2021 12:00:00 AM,1500,7,Wilshire,782,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1516 0903 2055,49,M,H,104.0,DRIVEWAY,511.0,VERBAL THREAT,AA,Adult Arrest,930.0,,,,5800    ERNEST                       AV,,34.0351,-118.3745
210806717,03/08/2021 12:00:00 AM,03/07/2021 12:00:00 AM,1700,8,West LA,885,1,310,BURGLARY,1420 0397 1602 0344 1822,55,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,2400    PATRICIA                     AV,,34.0448,-118.4187
200413600,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1200,4,Hollenbeck,473,2,624,BATTERY - SIMPLE ASSAULT,0401 0913 0400 0416 0555,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,400 S  BREED                        ST,,34.038,-118.215
221414777,08/07/2022 12:00:00 AM,07/25/2022 12:00:00 AM,1248,14,Pacific,1463,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,31,M,W,727.0,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,341.0,,,,12700 W  JEFFERSON                    BL,,33.9781,-118.4166
221220456,09/28/2022 12:00:00 AM,09/19/2022 12:00:00 AM,1200,12,77th Street,1208,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,4400 S  FIGUEROA                     ST,,33.9997,-118.2849
200912187,07/10/2020 12:00:00 AM,07/10/2020 12:00:00 AM,1725,9,Van Nuys,914,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510.0,,,,6800    VAN NUYS                     BL,,34.1976,-118.4574
240506053,02/23/2024 12:00:00 AM,02/23/2024 12:00:00 AM,1700,5,Harbor,532,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1813 2000 0913,47,M,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,500 W  L                            ST,,33.7868,-118.2691
211704285,01/09/2021 12:00:00 AM,01/09/2021 12:00:00 AM,2330,17,Devonshire,1735,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 2000 1814 0913 2002,42,F,B,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,626.0,,,,17000    CHATSWORTH                   ST,,34.2684,-118.5149
201318349,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2200,13,Newton,1347,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1241 0416,64,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1500 E  43RD                         ST,,34.0058,-118.2468
221306214,02/12/2022 12:00:00 AM,02/12/2022 12:00:00 AM,1305,13,Newton,1361,1,210,ROBBERY,0344 0324,0,M,W,248.0,CELL PHONE STORE,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,4700 S  BROADWAY,,34.001,-118.2783
240312625,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,1800,3,Southwest,399,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1309 0330 2024,23,X,X,101.0,STREET,,,AO,Adult Other,433.0,,,,HOOVER                       ST,42ND                         ST,34.0075,-118.2819
210317205,10/11/2021 12:00:00 AM,10/11/2021 12:00:00 AM,1700,3,Southwest,363,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325 0378 1822 2004,20,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442.0,,,,4000    CRENSHAW                     BL,,34.0126,-118.3403
222108124,04/17/2022 12:00:00 AM,04/17/2022 12:00:00 AM,600,21,Topanga,2172,1,310,BURGLARY,1606 0344,47,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,24100    KILLION                      ST,,34.1683,-118.6505
241813040,09/12/2024 12:00:00 AM,09/12/2024 12:00:00 AM,10,18,Southeast,1851,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700 W  133RD                        ST,,33.9113,-118.2872
220213269,07/14/2022 12:00:00 AM,07/14/2022 12:00:00 AM,1030,2,Rampart,257,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2004 1822 0421,36,F,W,701.0,HOSPITAL,511.0,VERBAL THREAT,AO,Adult Other,930.0,,,,1200    WILSHIRE                     BL,,34.053,-118.2649
210206469,03/03/2021 12:00:00 AM,03/03/2021 12:00:00 AM,400,2,Rampart,205,1,310,BURGLARY,0342 1822 0202 1605 0344 0394,0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,600 N  DILLON                       ST,,34.0786,-118.2788
231417752,09/15/2023 12:00:00 AM,09/15/2023 12:00:00 AM,2100,14,Pacific,1488,2,946,OTHER MISCELLANEOUS CRIME,1501,0,M,O,203.0,OTHER BUSINESS,,,IC,Invest Cont,946.0,,,,5800 W  MANCHESTER                   AV,,33.9598,-118.3826
240806474,03/03/2024 12:00:00 AM,03/03/2024 12:00:00 AM,800,8,West LA,841,2,946,OTHER MISCELLANEOUS CRIME,1300 0400 1402,26,F,W,104.0,DRIVEWAY,,,IC,Invest Cont,946.0,998.0,,,1200    ARMACOST                     AV,,34.0423,-118.4656
200310319,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,730,3,Southwest,337,2,354,THEFT OF IDENTITY,0935 1814 2000 0100,26,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,3100    VAN BUREN                    PL,,34.0264,-118.297
211912922,09/06/2021 12:00:00 AM,09/06/2021 12:00:00 AM,203,19,Mission,1931,1,310,BURGLARY,0344 1609,50,F,W,403.0,DRUG STORE,,,IC,Invest Cont,310.0,,,,11500    INDIAN HILLS                 RD,,34.279,-118.4589
211307243,03/14/2021 12:00:00 AM,03/14/2021 12:00:00 AM,920,13,Newton,1303,2,901,VIOLATION OF RESTRAINING ORDER,2038,34,F,H,101.0,STREET,,,IC,Invest Cont,901.0,,,,1100 E  11TH                         ST,,34.0319,-118.2472
211313452,07/29/2021 12:00:00 AM,07/29/2021 12:00:00 AM,1220,13,Newton,1364,1,210,ROBBERY,0344 0416 0945 1822,26,F,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,5100 S  CENTRAL                      AV,,33.997,-118.2565
200211626,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,110,2,Rampart,231,2,624,BATTERY - SIMPLE ASSAULT,1817 2024 0913 0416 0446 0417 0400,44,F,H,514.0,GROUP HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,624.0,,,,100 N  OCCIDENTAL                   BL,,34.0721,-118.2818
231518944,12/14/2023 12:00:00 AM,11/03/2023 12:00:00 AM,800,15,N Hollywood,1546,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,101.0,STREET,,,IC,Invest Cont,341.0,,,,11600    CHANDLER                     BL,,34.1687,-118.3849
210800536,01/14/2021 12:00:00 AM,01/14/2021 12:00:00 AM,1015,8,West LA,883,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0302 1402 2029 1420,47,F,O,102.0,SIDEWALK,102.0,HAND GUN,AO,Adult Other,230.0,998.0,,,2000    COTNER                       AV,,34.0407,-118.4406
211307974,04/01/2021 12:00:00 AM,03/31/2021 12:00:00 AM,530,13,Newton,1371,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,33,M,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440.0,,,,200 W  57TH                         ST,,33.9906,-118.2757
241409986,05/28/2024 12:00:00 AM,05/28/2024 12:00:00 AM,730,14,Pacific,1496,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,29,M,O,503.0,HOTEL,,,IC,Invest Cont,440.0,,,,5900 W  CENTURY                      BL,,33.9456,-118.3932
211709084,06/04/2021 12:00:00 AM,06/04/2021 12:00:00 AM,1430,17,Devonshire,1794,2,624,BATTERY - SIMPLE ASSAULT,1402 0444 0400 1266 1822 0416,27,M,B,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,998.0,,,18500    PARTHENIA                    ST,,34.2282,-118.5367
210810214,06/08/2021 12:00:00 AM,06/08/2021 12:00:00 AM,1220,8,West LA,851,2,624,BATTERY - SIMPLE ASSAULT,0361 0400 0603 0913 0444,46,M,O,138.0,STAIRWELL*,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1500    BROXTON                      AV,,34.0375,-118.4622
221705905,01/17/2022 12:00:00 AM,01/11/2022 12:00:00 AM,215,17,Devonshire,1708,1,330,BURGLARY FROM VEHICLE,1202 0329,63,M,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,16500    BIRCHER                      ST,,34.2816,-118.4908
231917924,12/17/2023 12:00:00 AM,12/14/2023 12:00:00 AM,2005,19,Mission,1974,2,625,OTHER ASSAULT,0447 1822,51,M,H,404.0,DEPARTMENT STORE,306.0,ROCK/THROWN OBJECT,AA,Adult Arrest,625.0,,,,14500    NORDHOFF                     ST,,34.2354,-118.448
240117684,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,1815,1,Central,119,2,888,TRESPASSING,0910,0,X,X,834.0,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,888.0,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
230516016,11/20/2023 12:00:00 AM,11/20/2023 12:00:00 AM,1520,5,Harbor,541,2,624,BATTERY - SIMPLE ASSAULT,2004 0917 1822 0416,24,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1100 N  GAFFEY                       ST,,33.7547,-118.3011
221013903,09/12/2022 12:00:00 AM,09/12/2022 12:00:00 AM,316,10,West Valley,1012,1,310,BURGLARY,1822 0344 1609 0324 0329,0,M,W,203.0,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310.0,,,,18500    SHERMAN                      WY,,34.2012,-118.5384
211206291,02/04/2021 12:00:00 AM,02/04/2021 12:00:00 AM,820,12,77th Street,1243,2,354,THEFT OF IDENTITY,0100 1822,44,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,1700 W  GAGE                         AV,,33.9824,-118.3068
220320853,11/27/2022 12:00:00 AM,11/27/2022 12:00:00 AM,1800,3,Southwest,312,2,900,VIOLATION OF COURT ORDER,2038 0913 2000 1814,41,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,900.0,,,,3000 S  CLOVERDALE                   AV,,34.0262,-118.3599
230116298,07/18/2023 12:00:00 AM,07/18/2023 12:00:00 AM,1815,1,Central,152,1,350,"THEFT, PERSON",2052 2050 0344 1822 0910,24,F,K,835.0,7TH AND METRO CENTER (NOT LINE SPECIFIC),,,IC,Invest Cont,350.0,,,,600 S  FIGUEROA                     ST,,34.0508,-118.2586
230100716,06/06/2023 12:00:00 AM,06/06/2023 12:00:00 AM,1520,1,Central,195,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0400 1100 0430 1402 1822 2033,20,M,B,203.0,OTHER BUSINESS,102.0,HAND GUN,AA,Adult Arrest,230.0,998.0,,,100 W  17TH                         ST,,34.0329,-118.2631
200907423,03/14/2020 12:00:00 AM,03/12/2020 12:00:00 AM,2100,9,Van Nuys,935,1,330,BURGLARY FROM VEHICLE,0344,27,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,14400    DELANO                       ST,,34.1827,-118.4465
210815079,10/12/2021 12:00:00 AM,10/12/2021 12:00:00 AM,1630,8,West LA,898,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,AA,Adult Arrest,510.0,,,,3000 S  ROBERTSON                    BL,,34.0328,-118.39
